Company,Team Category,Team Sub-Category,Social Copy,Content Pillar,Category
fractal,,,"𝗜𝗺𝗮𝗴𝗶𝗻𝗲 𝗮 𝗳𝘂𝘁𝘂𝗿𝗲 𝘄𝗵𝗲𝗿𝗲 𝗾𝘂𝗮𝗹𝗶𝘁𝘆 𝗵𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝗿𝗲𝗮𝗰𝗵𝗲𝘀 𝗲𝘃𝗲𝗿𝘆 𝗰𝗼𝗿𝗻𝗲𝗿 𝗼𝗳 𝗜𝗻𝗱𝗶𝗮 𝘄𝗶𝘁𝗵 𝘁𝗵𝗲 𝗵𝗲𝗹𝗽 𝗼𝗳 𝗔𝗜

At Fractal, we’re taking a bold step toward that future.

We’ve submitted a ₹150 crore proposal to the IndiaAI Mission to build a multimodal medical foundation model - one that can understand symptoms, reason like a doctor, and support diagnosis in Indian languages across diverse contexts.

𝗢𝘂𝗿 𝗴𝗼𝗮𝗹 : 
🔸Boost diagnostic accuracy 
🔸Improve clinical decision support 
🔸Expand access to underserved regions 
🔸Enable AI reasoning across Indian languages

We believe domain-specific AI will define the next chapter of healthcare - and India has the opportunity to lead.

The journey has begun.

Read the detailed coverage in 𝙏𝙝𝙚 𝙏𝙞𝙢𝙚𝙨 𝙤𝙛 𝙄𝙣𝙙𝙞𝙖 by Shilpa Phadnis and 𝙏𝙝𝙚 𝙃𝙞𝙣𝙙𝙪 𝘽𝙪𝙨𝙞𝙣𝙚𝙨𝙨 𝙇𝙞𝙣𝙚 by Dr Kurmanath K V to know more.

hashtag#HealthcareForAll hashtag#AIForIndia hashtag#AI",Thought Leadership,Authority
fractal,,,"𝙏𝙝𝙚 𝙬𝙖𝙞𝙩 𝙞𝙨 𝙤𝙫𝙚𝙧 - 𝘼𝙣𝙖𝙡𝙮𝙩𝙞𝙘𝙨 𝙐𝙣𝙞𝙩𝙚 𝟮𝟬𝟮𝟱 𝙞𝙨 𝙝𝙚𝙧𝙚! 

Fractal is back as the Title Sponsor, and we are excited to connect with the brightest minds in CPG & Retail. 

Join us to dive into how AI is transforming business - faster value realization, smarter decisions, and scalable impact. From autonomous agents to adaptive AI solutions, discover what’s next for CPG & Retail. 

Stop by, say hi, and explore how we are shaping the future of enterprise AI.

📍 Westin Chicago River North
📅 April 28–30 

Let’s make it transformative. See you there! 

Srikanth Velamakanni, Pranay Agrawal, Saurabh Srivastava, Prathap Maniyur , Chris Hansen, Soviljot Behl, Gaurav Singh, Kousik Ganguly, Andy Walter, Prithwish Dev, Abhishek (Abhi) Y., Kshama Supreeth Kankanady, Arumugam Jayabalan, Nireeha Chalasani, Sriram PK, Rigo V., Takshila Sethi, Gautam Harinarayanan, Kartik Kapur, Gourab Pramanik, Yatharth Bhardwaj, Prasun Kumar 

hashtag#AnalyticsUnite2025 hashtag#AgenticAI hashtag#Retail hashtag#CPG hashtag#FractalAI hashtag#Innovation hashtag#EnterpriseTransformation hashtag#AIforImpact",Events,CTA
fractal,,,"In a fast-changing digital world, Fractal set out on a journey - not just to upgrade its tech, but to rethink how it works at every level. What started as a push to improve digital capabilities quickly turned into something deeper: a full-scale transformation of how the company operates and innovates.
 
In “𝘍𝘳𝘢𝘤𝘵𝘢𝘭’𝘴 𝘋𝘪𝘨𝘪𝘵𝘢𝘭 𝘛𝘳𝘢𝘯𝘴𝘧𝘰𝘳𝘮𝘢𝘵𝘪𝘰𝘯 - 𝘊𝘐𝘖’𝘴 𝘗𝘦𝘳𝘴𝘱𝘦𝘤𝘵𝘪𝘷𝘦,” Manish Tiwari shares how this shift took shape. It’s not just about adopting the latest tools, but about creating space to make smarter decisions.
 
Fractal’s vision is simple : help people make better decisions.

It's mission? Use science and data to take the complexity out of business. That vision comes to life through tools like GenAI, which now handles repetitive work, boosts efficiency, and opens the door for new ideas to thrive.
 
The transformation is ongoing, but one thing is clear - Fractal is building a future where people and technology work better together. 

hashtag#DigitalTransformation hashtag#DecisionIntelligence hashtag#FractalAI hashtag#GenAI hashtag#CIOPerspective",Thought Leadership,Authority
fractal,,,"You can’t guilt someone into good health. However, you can make them fall in love with a blooming digital rose!

That’s exactly what we did for a fitness app that used behavioral science-led fitness intervention. 
No leaderboards. No guilt trips. Just emotional connection, AI, and a rose that flourished with effort. 

To learn more on helped a government agency inspire real, lasting change, one meaningful step at a time, click here: https://lnkd.in/d6YASMam

hashtag#BehavioralScience hashtag#FitnessTech hashtag#HealthInnovation hashtag#DesignThinking hashtag#AIforHealth hashtag#aisightVol10",Thought Leadership,Authority
fractal,,,"𝙁𝙧𝙤𝙢 𝙁𝙖𝙨𝙝𝙞𝙤𝙣 𝙩𝙤 𝙁𝙞𝙣𝙖𝙣𝙘𝙚 – 𝙏𝙝𝙚 𝙒𝙤𝙧𝙡𝙙 𝙄𝙨 𝙏𝙪𝙧𝙣𝙞𝙣𝙜 𝙏𝙚𝙘𝙝-𝙁𝙞𝙧𝙨𝙩""

At the recent NASSCOM GCC Summit in Hyderabad, Srikanth Velamakanni shared a thought-provoking insight, “Every company now sees itself as a tech company.”

In a session on AI x GCC Opportunity and Building Global Impact from India with Curriculum Associates CTO John J. Higginson, Srikanth traced this global shift back to Uniqlo’s 2016 declaration by their CEO, “We’re not a fashion company, we’re a tech company.”

He highlighted how industries are embracing technology, citing L'Oreal’s transformation into a “beauty tech company” and MasterCard’s evolution into a “tech company in financial services.” This trend signals a profound shift- Technology is now the core of every industry.

However, the crucial challenge remains on how to turn this tech-first vision into tangible results.

Srikanth emphasized that this is where companies like Fractal step in, bridging the gap between AI potential and real-world impact. Whether it is boosting top-line growth, enhancing operational efficiency or transforming customer experiences, AI’s true value lies in its effective implementation.

Sandeep Dutta, Rohini Singh, Himanshu S., Bhaskar Roy, Amit Khare, Rishi Seth, Avijit Verma, Pawan Upadhyay, Sharad Kapoor, Rajesh Krishnan, Gagandeep Singh, Abhishek Sharma, Viswanathan K S, Rajat Sharma, Sangam Chaturvedi 

hashtag#GCC2025 hashtag#NASSCOMGCCSummit hashtag#A",Thought Leadership,Authority
fractal,,,"Attending the first-ever World Health Summit Regional Meeting in India - it’s been a great experience so far!

Many conversations here are so relevant to the work we’re doing with Vaidya.ai at Fractal - using AI for inclusive and accessible healthcare.

Scaling access, reducing bias in AI, building ethical regulatory frameworks, and reaching rural populations through tech aren’t just abstract ideas but they’re real,urgent challenges. 

Glad to be here, meeting and learning from people across the ecosystem who are all pushing toward better health for all!

(just sharing a moment from the event - the experience is worth remembering!)

hashtag#WorldHealthSummit hashtag#ResponsibleAI World Health Summit Regional Meeting 2025 

Gautam Ritesh Suraj",Thought Leadership,Authority
fractal,,,"𝙁𝙧𝙤𝙢 𝙁𝙖𝙨𝙝𝙞𝙤𝙣 𝙩𝙤 𝙁𝙞𝙣𝙖𝙣𝙘𝙚 – 𝙏𝙝𝙚 𝙒𝙤𝙧𝙡𝙙 𝙄𝙨 𝙏𝙪𝙧𝙣𝙞𝙣𝙜 𝙏𝙚𝙘𝙝-𝙁𝙞𝙧𝙨𝙩""

At the recent NASSCOM GCC Summit in Hyderabad, Srikanth Velamakanni shared a thought-provoking insight, “Every company now sees itself as a tech company.”

In a session on AI x GCC Opportunity and Building Global Impact from India with Curriculum Associates CTO John J. Higginson, Srikanth traced this global shift back to Uniqlo’s 2016 declaration by their CEO, “We’re not a fashion company, we’re a tech company.”

He highlighted how industries are embracing technology, citing L'Oreal’s transformation into a “beauty tech company” and MasterCard’s evolution into a “tech company in financial services.” This trend signals a profound shift- Technology is now the core of every industry.

However, the crucial challenge remains on how to turn this tech-first vision into tangible results.

Srikanth emphasized that this is where companies like Fractal step in, bridging the gap between AI potential and real-world impact. Whether it is boosting top-line growth, enhancing operational efficiency or transforming customer experiences, AI’s true value lies in its effective implementation.

Sandeep Dutta, Rohini Singh, Himanshu S., Bhaskar Roy, Amit Khare, Rishi Seth, Avijit Verma, Pawan Upadhyay, Sharad Kapoor, Rajesh Krishnan, Gagandeep Singh, Abhishek Sharma, Viswanathan K S, Rajat Sharma, Sangam Chaturvedi 

hashtag#GCC2025 hashtag#NASSCOMGCCSummit hashtag#A",Thought Leadership,Authority
fractal,,,"𝗧𝗮𝗿𝗶𝗳𝗳 𝗨𝗻𝗰𝗲𝗿𝘁𝗮𝗶𝗻𝘁𝘆: 𝗔 𝗰𝗵𝗮𝗻𝗰𝗲 𝘁𝗼 𝗱𝗶𝗳𝗳𝗲𝗿𝗲𝗻𝘁𝗶𝗮𝘁𝗲 - 𝗳𝗼𝗿 𝘁𝗵𝗼𝘀𝗲 𝗯𝗼𝗹𝗱 𝗲𝗻𝗼𝘂𝗴𝗵 𝘁𝗼 𝗹𝗲𝗮𝗱.
 
Amidst the doom and gloom, here’s the truth: you don’t have to choose between being decisive and adaptive - you can be both.
 
We are helping TMT businesses like yours :
🔸Address the interconnected impact of tariffs - beyond surface symptoms and headlines
🔸Enable adaptive, decisive, and unified cross-functional leadership
🔸Leverage data-driven scenario planning to balance short-term risks with long-term value
🔸Build contingency strategies with clear shift markers - while staying aligned with your business ethos

𝗖𝗼𝗻𝗻𝗲𝗰𝘁 𝘄𝗶𝘁𝗵 𝘂𝘀 𝘁𝗼 𝘂𝗻𝗰𝗼𝘃𝗲𝗿 𝘄𝗵𝗮𝘁 𝗼𝘁𝗵𝗲𝗿𝘀 𝗺𝗶𝘀𝘀.
 
From manufacturing and supply chain to finance, HR, and beyond - tariffs create ripple effects. We will help you see the full picture.
 
Because beyond trends and threats, this is about building lasting resilience - with AI, analytics, and insights tailored to your strategy.
 
Sankar Narayanan 'SN', Devendra Vanjara, Neha Sherawat, Neha Singh, Nishant Sinha, Siya G., Sumit Tayal, Vartika Soni, Akbar Mohammed, Divya Agarwal, Shivangi Joshi, Shivani Gupta, Sunder Baskaran, Teena Thomas 

hashtag#TMT hashtag#TariffStrategy hashtag#LeadershipInUncertainty hashtag#BusinessResilience hashtag#CrossFunctionalLeadership hashtag#DataDrivenDecisions hashtag#ScenarioPlanning hashtag#AIinBusiness hashtag#StrategicAgility hashtag#FutureReady
Your document has finished loading",Thought Leadership,Authority
fractal,,,"𝗥𝗢𝗜 𝗼𝗳 𝗗𝗮𝘁𝗮 & 𝗔𝗜: 𝗧𝘂𝗿𝗻𝗶𝗻𝗴 𝗜𝗻𝘃𝗲𝘀𝘁𝗺𝗲𝗻𝘁𝘀 𝗶𝗻𝘁𝗼 𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗩𝗮𝗹𝘂𝗲​
Fireside Chat at Analytics Unite | April 29 | Westin Chicago River North​
​
As AI and data investments accelerate, the key question remains - how do we move from experimentation to real impact?​
​
Join industry leaders Anand Shenoy and Harish R., in conversation with Mrunali Majmudar (Sathe), as they dive into practical strategies to:​
​
🔸Unlock measurable business value through data & AI​
🔸Evaluate ROI beyond just cost savings​
🔸Strengthen data governance foundations​
🔸Mitigate risks from inaccurate or non-compliant data​
​
Don’t miss this deep dive into what it truly takes to turn AI into business value - 𝗮𝘁 𝘀𝗰𝗮𝗹𝗲.​
​
Register now: https://lnkd.in/dhNC6NXi​
​
Srikanth Velamakanni, Pranay Agrawal, Saurabh Srivastava, Prathap Maniyur , Chris Hansen, Soviljot Behl, Gaurav Singh, Kousik Ganguly, Andy Walter, Prithwish Dev, Abhishek (Abhi) Y., Kshama Supreeth Kankanady, Arumugam Jayabalan, Nireeha Chalasani, Sriram PK, Rigo V., Takshila Sethi, Gautam Harinarayanan, Kartik Kapur, Gourab Pramanik, Yatharth Bhardwaj, Prasun Kumar 
​
hashtag#AnalyticsUnite2025 hashtag#AIinRetail hashtag#CPGInnovation hashtag#DataLeadership hashtag#EnterpriseAI hashtag#FractalAI hashtag#DigitalTransformation hashtag#DataToValue​",Events,CTA
fractal,,,"Agentic AI is no longer the future - it’s 𝘯𝘰𝘸.

We brought the conversation to the NASSCOM GCC Summit, and Sangam Chaturvedi breaks it down.

From evolution to impact - hear his take on making AI adoption truly relevant.
 
Srikanth Velamakanni, Sandeep Dutta, Rohini Singh, Himanshu S., Bhaskar Roy, Amit Khare, Rishi Seth, Avijit Verma, Pawan Upadhyay, Sharad Kapoor, Rajesh Krishnan, Gagandeep Singh, Abhishek Sharma, Viswanathan K S, Rajat Sharma,
 
hashtag#GCC2025 hashtag#NasscomGCCSummit hashtag#Talent",Events,Authority
fractal,,,"As agentic AI evolves, a key challenge lies in connecting agents with enterprise systems. By default, AI agents operate in silos, limiting their potential scope and, therefore, potential use cases.

Model Context Protocol (MCP) solves this by providing an open standard for secure, consistent communication between AI models and enterprise systems.

In our latest blog post, Abhijit Guha, PhD and Amol Bandagale explain:
➡️ Why the Anthropic-proposed MCP standard is gaining momentum, with support from all the major players such as Amazon Web Services (AWS), Google, Microsoft, and OpenAI.
➡️ How MCP connects AI Agents with AI models, tools, applications and any other company resources through a simple and open architecture.
➡️ How MCP is emerging as the cornerstone of enterprise AI, enabling organizations to deploy agentic systems at scale.
 
Read more: https://lnkd.in/dACiEHN9
 
hashtag#MCP hashtag#AgenticAI hashtag#GenerativeAI",Thought Leadership,Authority
fractal,,,"Rishi Seth dives deep into how Fractal is shaping future-ready talent for GCCs - with a sharp focus on emerging tech like AI & data science.

From strategy to skilling, discover how we partner with GCCs at every level. Tune in!
 
Srikanth Velamakanni, Sandeep Dutta, Rohini Singh, Himanshu S., Bhaskar Roy, Amit Khare, Avijit Verma, Pawan Upadhyay, Sharad Kapoor, Rajesh Krishnan, Gagandeep Singh, Abhishek Sharma, Viswanathan K S, Rajat Sharma, Sangam Chaturvedi 
 
hashtag#GCC2025 hashtag#NasscomGCCSummit hashtag#Talent",Events,Authority
fractal,,,"𝗧𝗵𝗶𝗻𝗸 𝗯𝗶𝗴. 𝗔𝗰𝘁 𝗳𝗮𝘀𝘁. 𝗗𝗲𝗹𝗶𝘃𝗲𝗿 𝗶𝗺𝗽𝗮𝗰𝘁. 
That’s the Fractal way. 

As Pranay Agrawal puts it, staying true to our values means always asking: ‘How do we create more value for the client?’ That question drives everything, from how we lead to how we learn. 

In a world where change is constant and possibilities are limitless, the edge lies in continuous learning, accelerated thinking, and unwavering client focus.

What’s one learning that’s helped you deliver bigger impact lately? 
Share it below.

hashtag#ClientImpact hashtag#LeadershipLessons hashtag#ThinkBigActFast",Thought Leadership,Authority
fractal,,,"Gagandeep Singh channeled Fractal’s unstoppable energy at the NASSCOM GCC Summit.

There were a lot of memorable conversations on reimagining GCCs with the power of AI

Watch this space as our Fractalties bring the summit to life, one moment at a time!

Srikanth Velamakanni, Sandeep Dutta, Rohini Singh, Himanshu S., Rishi Seth, Bhaskar Roy, Amit Khare, Avijit Verma, Pawan Upadhyay, Sharad Kapoor, Rajesh Krishnan, Abhishek Sharma, Viswanathan K S, Rajat Sharma, Sangam Chaturvedi

hashtag#GCC2025 hashtag#NasscomGCCSummit hashtag#Talent",Events,Authority
